source,target,weight,annee,mois,commentaire
PARIS EST,NANCY,95.6,2012,8,La quasi totalité des retards du mois d'août se sont produit le 16 août à cause d'un accident de personne à Vaires.
PARIS LYON,MARSEILLE ST CHARLES,95.0,2012,8,
ST MALO,PARIS MONTPARNASSE,95.7,2012,8,
NANTES,PARIS MONTPARNASSE,93.5,2012,8,
LYON PART DIEU,MONTPELLIER,82.4,2012,8,
PERPIGNAN,PARIS LYON,87.3,2012,8,
LILLE,LYON PART DIEU,86.4,2012,8,
ANNECY,PARIS LYON,96.6,2012,8,
STRASBOURG,PARIS EST,74.9,2012,10,La gare de strasbourg a connu des chantiers sur la voie aussi bien vers Colmar que vers Paris. Ces chantiers on beaucoup impacté les trains notamment ceux venant de Colmar.
PARIS MONTPARNASSE,TOULOUSE MATABIAU,92.9,2012,10,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,90.4,2012,10,
POITIERS,PARIS MONTPARNASSE,81.9,2012,10,
PERPIGNAN,PARIS LYON,84.2,2012,10,
PARIS LYON,ANNECY,92.2,2012,10,
ANNECY,PARIS LYON,94.1,2012,10,
PARIS LYON,NIMES,86.6,2012,10,
PARIS NORD,ARRAS,88.1,2012,10,
NANCY,PARIS EST,92.7,2012,10,
LYON PART DIEU,MARSEILLE ST CHARLES,74.3,2012,10,Fragilité de cette liaison liée à la longueur du parcours des trains assurant cette desserte.
PARIS MONTPARNASSE,BORDEAUX ST JEAN,95.2,2012,9,
POITIERS,PARIS MONTPARNASSE,88.8,2012,9,
PARIS MONTPARNASSE,BREST,96.8,2012,10,
PARIS MONTPARNASSE,LAVAL,95.9,2012,10,
LYON PART DIEU,PARIS LYON,95.5,2012,10,
PARIS LYON,MULHOUSE VILLE,94.1,2012,10,
PARIS LYON,TOULON,90.5,2012,9,
DOUAI,PARIS NORD,96.1,2012,10,
PARIS EST,METZ,94.9,2012,10,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,92.7,2012,7,
PARIS LYON,BESANCON FRANCHE COMTE TGV,90.0,2012,7,
VALENCE ALIXAN TGV,PARIS LYON,86.5,2012,7,
PARIS LYON,AIX EN PROVENCE TGV,89.5,2012,8,
BREST,PARIS MONTPARNASSE,98.3,2012,8,
LAVAL,PARIS MONTPARNASSE,95.6,2012,8,
TOURS,PARIS MONTPARNASSE,94.0,2012,7,
PARIS LYON,AVIGNON TGV,90.0,2012,7,
PARIS NORD,DOUAI,92.9,2012,8,
ARRAS,PARIS NORD,93.6,2012,7,
PARIS MONTPARNASSE,LE MANS,91.9,2012,9,
NANTES,PARIS MONTPARNASSE,95.8,2012,9,
BREST,PARIS MONTPARNASSE,96.5,2012,9,
PARIS LYON,MONTPELLIER,92.9,2012,9,
GRENOBLE,PARIS LYON,92.7,2012,9,
PARIS LYON,PERPIGNAN,92.2,2012,9,
STRASBOURG,NANTES,90.0,2012,9,
PARIS EST,NANCY,97.9,2012,9,
AIX EN PROVENCE TGV,PARIS LYON,,2012,9,
PARIS LYON,AIX EN PROVENCE TGV,,2012,9,
BESANCON FRANCHE COMTE TGV,PARIS LYON,93.3,2012,11,
AVIGNON TGV,PARIS LYON,83.7,2012,11,
TOULON,PARIS LYON,84.0,2012,11,
PARIS EST,STRASBOURG,93.5,2012,11,
PARIS LYON,SAINT ETIENNE CHATEAUCREUX,77.2,2012,11,Des actes de malveillance et de nombreux heurt d'animaux sauvages sur la ligne à Grande Vitesse Paris Lyon ont perturbé la circulation des trains de cette relation.
PARIS MONTPARNASSE,ST MALO,98.2,2012,11,
NANTES,PARIS MONTPARNASSE,85.9,2012,11,
PARIS MONTPARNASSE,RENNES,94.9,2012,11,
LYON PART DIEU,PARIS LYON,93.9,2012,11,
PARIS LYON,LYON PART DIEU,90.9,2012,11,
MACON LOCHE,PARIS LYON,89.9,2012,11,
ANNECY,PARIS LYON,90.3,2012,11,
PARIS NORD,LILLE,92.1,2012,11,
PARIS EST,METZ,96.4,2012,11,
NICE VILLE,PARIS LYON,76.3,2012,7,D'importantes phases de travaux d'amélioration de l'infrastructure sur le tronçon Nice Marseille nécessitent la mise en place de limitations de vitesse qui réduisent la fluidité des circulations.
POITIERS,PARIS MONTPARNASSE,90.1,2012,7,
ST MALO,PARIS MONTPARNASSE,95.8,2012,7,
PARIS MONTPARNASSE,QUIMPER,90.1,2012,7,
PARIS MONTPARNASSE,NANTES,95.9,2012,7,
PARIS LYON,MACON LOCHE,91.8,2012,7,
PERPIGNAN,PARIS LYON,87.9,2012,7,
NIMES,PARIS LYON,89.4,2012,7,
STRASBOURG,NANTES,94.1,2012,7,
PARIS EST,METZ,95.8,2012,7,
PARIS MONTPARNASSE,ANGERS SAINT LAUD,92.7,2012,12,
PARIS LYON,AIX EN PROVENCE TGV,84.5,2012,12,
PARIS MONTPARNASSE,LE MANS,90.9,2012,12,
LAVAL,PARIS MONTPARNASSE,91.4,2012,12,
LYON PART DIEU,MONTPELLIER,76.2,2012,12,
LILLE,LYON PART DIEU,81.9,2012,12,
DOUAI,PARIS NORD,91.2,2012,12,
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,91.1,2011,11,
PARIS LYON,CHAMBERY CHALLES LES EAUX,89.5,2011,11,
LYON PART DIEU,MARSEILLE ST CHARLES,79.0,2011,11,
PARIS MONTPARNASSE,ANGOULEME,92.2,2011,11,
MONTPELLIER,LYON PART DIEU,83.5,2011,11,
PARIS LYON,DIJON VILLE,95.9,2011,11,
MULHOUSE VILLE,PARIS LYON,85.9,2011,11,
PARIS NORD,DUNKERQUE,96.4,2011,11,
DOUAI,PARIS NORD,93.8,2011,11,
PARIS EST,METZ,94.7,2011,11,
ANGERS SAINT LAUD,PARIS MONTPARNASSE,87.0,2011,10,
PARIS MONTPARNASSE,ANGERS SAINT LAUD,87.2,2011,10,
MARSEILLE ST CHARLES,LYON PART DIEU,76.7,2011,10,
MARSEILLE ST CHARLES,PARIS LYON,90.8,2011,10,
PARIS MONTPARNASSE,LE MANS,78.2,2011,10,
NANTES,PARIS MONTPARNASSE,89.6,2011,10,
PARIS MONTPARNASSE,NANTES,90.7,2011,10,
PARIS MONTPARNASSE,BREST,86.4,2011,10,
MACON LOCHE,PARIS LYON,90.9,2011,10,
METZ,PARIS EST,93.8,2011,10,
CHAMBERY CHALLES LES EAUX,PARIS LYON,91.7,2011,11,
PARIS LYON,VALENCE ALIXAN TGV,91.5,2011,10,
PARIS MONTPARNASSE,RENNES,84.7,2011,10,
PARIS MONTPARNASSE,VANNES,87.1,2011,10,
BELLEGARDE (AIN),PARIS LYON,88.6,2011,10,
NICE VILLE,PARIS LYON,84.6,2011,10,
PARIS LYON,NIMES,87.1,2011,10,
PARIS EST,STRASBOURG,90.0,2011,10,
ARRAS,PARIS NORD,87.5,2011,10,
PARIS EST,REIMS,90.0,2011,10,
PARIS MONTPARNASSE,ST PIERRE DES CORPS,90.7,2012,1,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,91.3,2012,1,
BESANCON FRANCHE COMTE TGV,PARIS LYON,92.3,2012,1,
PARIS LYON,BESANCON FRANCHE COMTE TGV,93.0,2012,1,
PARIS MONTPARNASSE,RENNES,94.4,2012,1,
PARIS LYON,TOULON,91.1,2012,1,
PARIS EST,STRASBOURG,93.1,2012,1,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,91.3,2011,9,L'OD a été touchée par plusieurs dérangements d'installations dont un rail cassé à Poitiers le 29 (23 TGV touchés) et un défaut l'alimentation ERDF vers Châtellerault le 7 (11 TGV). Elle a également été impactée par des problèmes matériels sur un train FRET au nord de Bordeaux le 3 (20 TGV) et sur un TER vers Châtellerault le 20 (8 TGV). Par ailleurs l'OD a subi quelques événements extérieurs dont un accident de personne à Poitiers le 21 (23 TGV) et un autre à Castelsarrasin le 7 (8TGV).
ST PIERRE DES CORPS,PARIS MONTPARNASSE,91.3,2011,9,Un chantier long & complexe de maintenance au Nord de Tours (entrée Sud de la LGV) a généré de nombreux ralentissements pour les trains de l'OD entraînant d'importants retards. A cela s'ajoute 6 restitutions tardive de travaux en début de matinée.
PARIS LYON,SAINT ETIENNE CHATEAUCREUX,83.6,2011,9,
PARIS LYON,AIX EN PROVENCE TGV,90.5,2011,10,
PARIS MONTPARNASSE,ST MALO,97.7,2011,9,
PARIS LYON,BELLEGARDE (AIN),88.8,2011,9,
PARIS LYON,NICE VILLE,84.1,2011,9,
PARIS LYON,PERPIGNAN,81.8,2011,9,
PARIS LYON,ANNECY,92.1,2011,9,
PARIS EST,STRASBOURG,92.6,2011,9,
ANGERS SAINT LAUD,PARIS MONTPARNASSE,96.6,2011,9,
MARSEILLE ST CHARLES,LYON PART DIEU,85.7,2011,9,
PARIS LYON,MARSEILLE ST CHARLES,90.9,2011,9,
PARIS MONTPARNASSE,ANGOULEME,88.0,2011,9,
NANTES,PARIS MONTPARNASSE,96.3,2011,9,
MACON LOCHE,PARIS LYON,91.1,2011,9,
MARSEILLE ST CHARLES,LILLE,79.4,2011,9,
LYON PART DIEU,LILLE,83.0,2011,9,
NANCY,PARIS EST,96.9,2011,9,
PARIS EST,METZ,96.1,2011,9,
LA ROCHELLE VILLE,PARIS MONTPARNASSE,89.4,2012,1,
PARIS MONTPARNASSE,BORDEAUX ST JEAN,94.6,2011,12,
AIX EN PROVENCE TGV,PARIS LYON,92.4,2012,1,
PARIS MONTPARNASSE,LE MANS,91.2,2012,1,
DIJON VILLE,PARIS LYON,92.1,2012,1,
MARSEILLE ST CHARLES,LILLE,79.7,2012,1,
AVIGNON TGV,PARIS LYON,86.2,2011,12,
PARIS LYON,GRENOBLE,92.2,2012,1,
PARIS NORD,DOUAI,90.6,2012,1,
PARIS NORD,LILLE,91.3,2012,1,
PARIS MONTPARNASSE,LA ROCHELLE VILLE,87.5,2011,12,
PARIS MONTPARNASSE,RENNES,90.7,2011,11,
QUIMPER,PARIS MONTPARNASSE,92.5,2011,11,
PARIS LYON,NICE VILLE,86.4,2011,11,
PARIS LYON,PERPIGNAN,82.4,2011,11,
NIMES,PARIS LYON,84.0,2011,11,
PARIS LYON,TOULON,90.0,2011,11,
PARIS EST,STRASBOURG,91.5,2011,11,
PARIS EST,REIMS,90.9,2011,11,
NANCY,PARIS EST,96.1,2011,11,
MARSEILLE ST CHARLES,LYON PART DIEU,86.8,2012,1,
ANGOULEME,PARIS MONTPARNASSE,85.3,2012,1,
QUIMPER,PARIS MONTPARNASSE,93.4,2012,1,
MONTPELLIER,LYON PART DIEU,84.0,2012,1,
LYON PART DIEU,MONTPELLIER,82.4,2012,1,
PARIS LYON,LYON PART DIEU,96.4,2012,1,
MONTPELLIER,PARIS LYON,93.0,2012,1,
PARIS LYON,MACON LOCHE,93.8,2012,1,
PARIS LYON,MULHOUSE VILLE,95.2,2012,1,
ANNECY,PARIS LYON,96.1,2012,1,
LE MANS,PARIS MONTPARNASSE,78.3,2011,12,
PARIS MONTPARNASSE,ST MALO,90.6,2011,12,
PARIS MONTPARNASSE,QUIMPER,92.8,2011,12,
TOURS,PARIS MONTPARNASSE,82.9,2011,12,
RENNES,LYON PART DIEU,93.0,2011,12,
MACON LOCHE,PARIS LYON,96.2,2011,12,
PARIS LYON,NICE VILLE,88.0,2011,12,
TOULON,PARIS LYON,85.8,2011,12,
STRASBOURG,PARIS EST,88.9,2011,12,
PARIS EST,METZ,96.5,2011,12,
LA ROCHELLE VILLE,PARIS MONTPARNASSE,74.9,2012,2,
PARIS MONTPARNASSE,BREST,94.6,2012,2,
PARIS NORD,DOUAI,66.7,2013,3,"Les très importantes chutes de neige avec formation de congères survenues à partir du lundi 11 mars dans la soirée jusqu'au vendredi 15 mars ont fortement perturbé la production. Elles ont imposé des limitations de vitesse pour éviter les projections de glace, allant même jusqu’à immobiliser presque complètement le trafic le mardi 12 mars. Les conditions climatiques difficiles de ces derniers mois ont par ailleurs perturbé les différents programmes travaux sur les voies prolongeant ainsi certaines limitations de vitesse au-delà des délais prévus, notamment sur Arras."
RENNES,LYON PART DIEU,88.5,2014,8,"Cette liaison a été particulièrement touchée ce mois-ci par une augmentation des accidents de personne : 6 au total dont 4 sur le réseau Sud-Est. Une limitation temporaire de vitesse pour travaux sur la Ligne à Grande Vitesse (vers Mâcon) accentue également les retards. Le 27, deux défaillances Matériel (l'une vers Laval, l'autre sur la Ligne à Grande Vitesse Sud-Est) retardent une dizaine de TGV entre 12 minutes et 2h08. Le 31, un dérangement d'aiguille en région parisienne retarde 23 TGV de 12 minutes à 1h12."
PARIS MONTPARNASSE,ST PIERRE DES CORPS,93.2,2014,8,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,87.0,2014,8,
BESANCON FRANCHE COMTE TGV,PARIS LYON,96.3,2014,9,
AIX EN PROVENCE TGV,PARIS LYON,86.2,2014,9,
PARIS MONTPARNASSE,RENNES,95.0,2014,8,
PARIS MONTPARNASSE,VANNES,95.4,2014,8,
GRENOBLE,PARIS LYON,89.5,2014,9,
PARIS NORD,LILLE,95.5,2014,8,
STRASBOURG,NANTES,90.0,2014,8,
VANNES,PARIS MONTPARNASSE,89.0,2014,12,"La ligne a été affectée par des incidents externes dont un accident de personne à Laval le 01/12 (20 TGV retardés de 16min à 3h19) & le heurt d'un sanglier sur la Ligne à Grande Vitesse près de St Arnoult le 22/12 (30 TGV retardés de 11min à 1h18);
Des dérangements des installations ont également entraîné des retards: le 25/12 notamment entre Paris Montparnasse & Massy (32 TGV de 25' à 2h38) & un rail fissuré à Neau (près de Laval) le 29/12 (18 TGV de 12' à 1h15). A noter également, la défaillance Matériel d'un train d'une autre compagnie ferroviaire en sortie du Mans le 26/12 (20 TGV retardés de 14' à 2h35)."
PERPIGNAN,PARIS LYON,79.1,2014,12,Les intempéries en région Languedoc Roussillon ont perturbé la régularité de cette relation en décembre.
PARIS MONTPARNASSE,ANGERS SAINT LAUD,95.8,2014,12,
POITIERS,PARIS MONTPARNASSE,93.3,2014,12,
PARIS MONTPARNASSE,ANGOULEME,93.7,2014,12,
RENNES,PARIS MONTPARNASSE,90.9,2014,12,
PARIS MONTPARNASSE,LAVAL,91.7,2014,12,
PARIS NORD,DUNKERQUE,93.9,2014,12,
PARIS NORD,ARRAS,94.1,2014,12,
PARIS MONTPARNASSE,QUIMPER,89.7,2014,9,"Le 5, deux bagages abandonnés en gare de Paris-Montparnasse ont entrainé le retard de plusieurs train au départ. Le 7, une personne assise dans les voies près de Rosporden engendre un retard de 50 minutes. Le 9, la panne d'un train de Fret à Redon à retardé un TGV de 134 minutes. Le 15, un dysfonctionnement de la signalisation près de Rosporden, sans impact sur la sécurité des trains, a retardé un TGV de 45 minutes. Le 24, la panne d'un TER à Questembert a retardé un TGV de 55 minutes."
LYON PART DIEU,LILLE,76.1,2014,9,"Accidents de personne à Toulon le 1er et Roeux le 16, tentative de suicide à Avignon le 8, heurts d'animal à Haute Picardie le 3 et à Piolenc le 29, dérangement des installations à Nimes le 21, Croisilles le 22, Marne le 25 et Roeux le 26, violents orages à Piolenc le 15 et Toulon le 19, défaillance matériel à Macon le 23, incendie en gare de Manduel le 21, défaut d'alimentation à Nimes le 25 et  Lyon le 26, très importantes innondations sur Montpellier les 29 et 30."
PARIS MONTPARNASSE,LE MANS,90.7,2014,9,
PARIS LYON,BELLEGARDE (AIN),94.5,2014,9,
PARIS LYON,MULHOUSE VILLE,93.8,2014,9,
PARIS LYON,MONTPELLIER,89.1,2014,9,
PARIS LYON,MACON LOCHE,97.6,2014,9,
PARIS LYON,AVIGNON TGV,90.1,2014,9,
PARIS LYON,TOULON,87.3,2014,9,
PARIS EST,NANCY,97.2,2014,9,
LYON PART DIEU,LILLE,77.9,2014,12,"Les principaux évènements survenus au mois de décembre sont :
Importantes chutes de neige dans le sud est le 27
Accident de personne à Lunel le 11
Heurts d'animaux : Vic Mireval le 04, Cesseins le 08, La palud le 12 et à Lacour le 30
Un dérangement des installations à Chevry le 03, 
Plusieurs colis suspects dont essentiellement à Marne la Vallée et Lyon le 27 
Des défauts d'alimentation à St Cézaire le 09 et Lyon Part Dieu le 11
Une aggression sur Grenoble le 16 occasionnant des droits de retrait sur plusieurs jours"
MARSEILLE ST CHARLES,LYON PART DIEU,78.3,2014,12,La régularité de cette relation a été perturbée en décembre par un heurt d'animal et 3 pannes de TGV sur la ligne à grande vitesse.
MONTPELLIER,PARIS LYON,84.9,2014,12,Les intempéries en région Languedoc Roussillon ont perturbé la régularité de cette relation en décembre.
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,87.3,2014,12,
PARIS LYON,BESANCON FRANCHE COMTE TGV,95.9,2014,12,
PARIS LYON,BELLEGARDE (AIN),89.3,2014,12,
PARIS LYON,NICE VILLE,90.8,2014,12,
PARIS LYON,NIMES,92.5,2014,12,
PARIS LYON,ANNECY,94.4,2014,12,
PARIS EST,STRASBOURG,92.7,2014,12,
ST PIERRE DES CORPS,PARIS MONTPARNASSE,76.2,2014,10,Un chantier long & complexe de maintenance au Nord de Tours (entrée Sud de la LGV) a généré de nombreux ralentissements pour les trains de l'OD entraînant d'importants retards. A cela s'ajoute 6 restitutions tardive de travaux en début de matinée.
ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.3,2014,11,
CHAMBERY CHALLES LES EAUX,PARIS LYON,86.4,2014,11,
BELLEGARDE (AIN),PARIS LYON,86.6,2014,11,
PARIS MONTPARNASSE,TOURS,81.8,2014,10,
DIJON VILLE,PARIS LYON,90.1,2014,11,
LYON PART DIEU,LILLE,80.2,2014,11,
DUNKERQUE,PARIS NORD,96.0,2014,11,
REIMS,PARIS EST,96.2,2014,10,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,,2014,10,
MARSEILLE ST CHARLES,PARIS LYON,91.6,2014,10,Plusieurs accidents de personne et heurts d'animaux sur lignes à grande vitesse et en région Languedoc-Roussillon ont perturbé la régularité de cette relation en octobre
MONTPELLIER,LYON PART DIEU,86.3,2014,10,Plusieurs accidents de personne et heurts d'animaux sur lignes à grande vitesse et en région Languedoc-Roussillon ont perturbé la régularité de cette relation en octobre
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,80.1,2014,10,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,89.1,2014,10,
VALENCE ALIXAN TGV,PARIS LYON,81.2,2014,9,
LE MANS,PARIS MONTPARNASSE,76.6,2014,10,
PARIS MONTPARNASSE,ST MALO,96.1,2014,9,
LILLE,MARSEILLE ST CHARLES,82.3,2014,10,
DOUAI,PARIS NORD,85.1,2014,10,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,,2014,9,
TOULON,PARIS LYON,75.3,2014,11,"La régularité des TGV de cette relation a été perturbée en novembre par 2 accidents de personne, 3 heurts d'animaux et par les intempéries en région PACA."
LA ROCHELLE VILLE,PARIS MONTPARNASSE,96.0,2014,12,
BESANCON FRANCHE COMTE TGV,PARIS LYON,95.2,2014,12,
PARIS MONTPARNASSE,POITIERS,96.5,2014,11,
PARIS MONTPARNASSE,ANGOULEME,97.5,2014,11,
TOURS,PARIS MONTPARNASSE,81.0,2014,11,
PARIS LYON,LYON PART DIEU,95.6,2014,11,
DUNKERQUE,PARIS NORD,96.6,2014,12,
STRASBOURG,PARIS EST,92.1,2014,11,
DOUAI,PARIS NORD,83.3,2014,12,
MARSEILLE ST CHARLES,LYON PART DIEU,75.3,2014,8,"En août, la régularité des TGV entre Paris et la Méditerranée a été fortement impactée par 8 accidents de personnes et par un acte de malveillance près du Creusot."
NICE VILLE,PARIS LYON,77.9,2014,8,"En août, la régularité des TGV entre Paris et la Méditerranée a été fortement impactée par 8 accidents de personnes et par un acte de malveillance près du Creusot."
PARIS LYON,NICE VILLE,78.8,2014,8,"En août, la régularité des TGV entre Paris et la Méditerranée a été fortement impactée par 8 accidents de personnes et par un acte de malveillance près du Creusot."
MARSEILLE ST CHARLES,PARIS LYON,92.6,2014,8,
PARIS LYON,MARSEILLE ST CHARLES,92.9,2014,8,
PARIS MONTPARNASSE,POITIERS,97.2,2014,8,
PARIS LYON,AVIGNON TGV,88.9,2014,8,
PARIS LYON,GRENOBLE,91.6,2014,8,
DOUAI,PARIS NORD,90.3,2014,8,
NANCY,PARIS EST,92.6,2014,8,
MARSEILLE ST CHARLES,LYON PART DIEU,71.7,2014,11,"La régularité des TGV de cette relation a été perturbée en novembre par 2 accidents de personne, 3 heurts d'animaux et par les intempéries en région PACA."
PARIS LYON,CHAMBERY CHALLES LES EAUX,86.9,2014,11,
MARSEILLE ST CHARLES,PARIS LYON,92.3,2014,11,
LYON PART DIEU,PARIS LYON,97.4,2014,11,
LYON PART DIEU,RENNES,93.3,2014,11,
MACON LOCHE,PARIS LYON,89.1,2014,11,
PARIS LYON,DIJON VILLE,94.5,2014,11,
NANTES,STRASBOURG,88.6,2014,11,
PARIS EST,NANCY,96.4,2014,11,
NANCY,PARIS EST,96.8,2014,11,
PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,83.3,2014,10,
PARIS MONTPARNASSE,ANGERS SAINT LAUD,91.9,2014,10,
PARIS LYON,AIX EN PROVENCE TGV,91.5,2014,10,
PARIS MONTPARNASSE,ST MALO,96.6,2014,10,
PARIS MONTPARNASSE,NANTES,93.0,2014,10,
MULHOUSE VILLE,PARIS LYON,92.6,2014,10,
PARIS LYON,MACON LOCHE,93.8,2014,10,
PARIS LYON,AVIGNON TGV,93.1,2014,10,
PARIS LYON,ANNECY,96.0,2014,10,
PARIS LYON,NIMES,88.1,2014,10,
PARIS MONTPARNASSE,LA ROCHELLE VILLE,90.7,2012,1,
QUIMPER,PARIS MONTPARNASSE,90.2,2013,3,
PARIS LYON,MULHOUSE VILLE,91.1,2013,3,
NICE VILLE,PARIS LYON,85.1,2013,3,
PARIS LYON,NIMES,84.8,2013,3,
STRASBOURG,NANTES,91.3,2013,3,
PARIS EST,REIMS,87.5,2013,3,
MONTPELLIER,LYON PART DIEU,79.7,2013,2,Conditions météorologiques difficiles (en particulier la neige et le froid).
PARIS LYON,PERPIGNAN,88.8,2013,2,Conditions météorologiques difficiles (en particulier la neige et le froid).
